#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_vale;Mountain and Vale;la Montagne et du Val;;;la Montaña y el Valle;;;;;;;;;x
e_vale_adj;Valeman;du Val;Valeman;Valeman;del Valle;;;;;;;;;x
k_vale;The Vale;Val;The Vale;The Vale;El Valle;;;;;;;;;x
k_vale_adj;Valeman;du Val;Valeman;Valeman;del Valle;;;;;;;;;x
B_MIDLOR_KEEP;Midlor Keep;Fort-Midlor;;;Torrecilla;OJO;;;;;;;;x
d_the_sisters;The Sisters;Les Trois Sœurs;The Sisters;The Sisters;Tres Hermanas;COMPROBAR OK;;;;;;;;x
c_sweetsister;Sweetsister;Dolcesoeur;Sweetsister;Sweetsister;Hermana Dulce;;;;;;;;;x
b_sisterton;Sisterton;Sortonne;Sisterton;Sisterton;Lámpara de la Noche;;;;;;;;;x
b_breakwater;Breakwater;Briseau;Breakwater;Breakwater;Rompeolas;;;;;;;;;x
b_crably;Crably;Crably;Crably;Crably;La Horca de Villahermana;;;;;;;;;x
c_longsister;Longsister;Longuesoeur;Longsister;Longsister;Hermana Larga;;;;;;;;;x
b_starsea_beacon;Starsea Beacon;Phare de la Mer Etoilée;Starsea Beacon;Starsea Beacon;Faro del Mar Estrellado ;;;;;;;;;x
b_gimbleton;Gimbleton;Bourg-Timon;Gimbleton;Gimbleton;Villatimón;;;;;;;;;x
c_littlesister;Littlesister;Petitesoeur;Littlesister;Littlesister;Hermana Pequeña;;;;;;;;;x
b_havenry;Havenry;Havrillon;Havenry;Havenry;Portillo;;;;;;;;;x
b_blackhaven_a;Blackhaven;Noirhavre;The Blackhaven;The Blackhaven;Puertonegro;;;;;;;;;x
d_the_bite;The Bite;Morsure;The Bite;The Bite;El Mordisco;;;;;;;;;x
c_bite_coast;Hardvale;Durval;Bite Coast;Bite Coast;Diamante;;;;;;;;;x
b_blackmund_tower;Blackmund Tower;Tour Noirsol;Blackmund Tower;Blackmund Tower;Torre Diamante;;;;;;;;;x
b_biteport;Biteport;Morport;Biteport;Biteport;Dureza;;;;;;;;;x
b_sunnyvale;Sunnyvale;Vallée Ensoleillée;Sunnyvale;Sunnyvale;Resolución;;;;;;;;;x
c_scorched_vale;Scorched Vale;Vallée Roussie;Scorched Vale;Scorched Vale;Valle Quemado;;;;;;;;;x
b_blackholm;Blackholm;Noirtrône;Blackholm;Blackholm;Encina Negra;;;;;;;;;x
b_alchebarge;Alchebarge;Alchebarge;Alchebarge;Alchebarge;Albergue Quemado;;;;;;;;;x
b_darkcroft;Darkcroft;Sombregrange;Darkcroft;Darkcroft;Campobrasas;;;;;;;;;x
c_crows_barrens;Crow's Barrens;Désert des Freux;Crow's Barrens;Crow's Barrens;Yermos del Cuervo;;;;;;;;;x
b_stonekyme;Stonekyme;Cimepierre;Stonekyme;Stonekyme;Cima de Piedra;;;;;;;;;x
b_potterby;Potterby;Poterie;Potterby;Potterby;Arcillosa;;;;;;;;;x
b_rockle;Rockle;Rochaille;Rockle;Rockle;Peñasco;;;;;;;;;x
c_moonsgrey;Moonsgrey;Lunegris;Moonsgrey;Moonsgrey;Lunagrís;;;;;;;;;x
b_renwick;Renwick;Pluimèche;Renwick;Renwick;Lunagrís;;;;;;;;;x
b_menaskham;Menaskham;Vieilskham;Menaskham;Menaskham;Vetavieja;;;;;;;;;x
b_horcrag;Horcrag;Horcrag;Horcrag;Horcrag;Riscogrís;;;;;;;;;x
d_the_fingers;The Fingers;Les Doigts;The Fingers;The Fingers;Los Dedos;;;;;;;;;x
c_pebble;Pebble;Galet;Pebble;Pebble;Guijarro;;;;;;;;;x
b_pebb;Pebb;Galet;Pebb;Pebb;Guijarro;;;;;;;;;x
c_the_paps;The Paps;Les Piz;The Paps;The Paps;Los Senos;;;;;;;;;x
b_elseham;Elseham;Mastic;Elseham;Elseham;Almáciga;;;;;;;;;x
b_woodhull;Woodhull;;;;Bosque de Cascarones;;;;;;;;;x
c_wycliffe;Wycliffe;Escarpée;Wycliffe;Wycliffe;Escarpia;;;;;;;;;x
