#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
job_castellan_moon_clansman;Overseer;Surveillant;;;Supervisor;;;;;;;;;x
job_marshal_moon_clansman;First Warrior;Premier Razzieur;;;Primer Guerrero;;;;;;;;;x
job_chancellor_moon_clansman;Lawspeaker;Diseur de Loi;;;Hombre de Leyes;;;;;;;;;x
job_treasurer_moon_clansman;First Trader;Premier Négociant;;;Primer Comerciante;;;;;;;;;x
job_spymaster_moon_clansman;Chief Scout;Maître Espion;;;Jefe de Espías;;;;;;;;;x
k_mountain_clans;The Mountain Clans;La Montagne;The Mountain;The Mountain;Los Clanes de la Montaña;;;;;;;;;x
k_mountain_clans_adj;Mountain Clansmen;de la Montagne;Mountainman;Mountainman;de los Clanes de la Montaña;;;;;;;;;x
d_black_ears;The Black Ears;Les Oreilles Noires;;;Los Orejas Negras;;;;;;;;;x
d_burned_men;The Burned Men;Les faces Brûlées;;;Los Hombres Quemados;;;;;;;;;x
RED_HAND;Red Hand;Main Rouge;;;Mano Roja;;;;;;;;;x
d_milk_snakes;The Milk Snakes;Les Serpents de Lait;;;Las Serpientes de Leche;;;;;;;;;x
d_moon_brothers;The Moon Brothers;Les Sélénites;;;Los Hermanos de la Luna;;;;;;;;;x
d_painted_dogs;The Painted Dogs;Les Chiens Peints;;;Los Perros Pintados;;;;;;;;;x
d_sons_of_the_mist;The Sons of the Mist;Les Fils du Brouillard;;;Los Hijos de la Niebla;;;;;;;;;x
d_stone_crows;The Stone Crows;Les Freux;;;Los Grajos de Piedra;;;;;;;;;x
empire_moon_clansman;Kingdom;Royaume;;;Gran Reino;;;;;;;;;x
empire_of_moon_clansman;Kingdom of;Royaume de;;;Gran Reino de;;;;;;;;;x
emperor_moon_clansman;High King;Grand Roi;;;Gran Rey;;;;;;;;;x
emperor_female_moon_clansman;Queen;Reine;;;Gran Reina;;;;;;;;;x
emperor_foa_moon_clansman;My King;Mon Roi;;;Mi Rey;;;;;;;;;x
emperor_foa_female_moon_clansman;My Queen;Ma Reine;;;Mi Reina;;;;;;;;;x
king_foa_moon_clansman;My King;Mon Roi;;;Mi Rey;;;;;;;;;x
king_foa_female_moon_clansman;My Queen;Ma Reine;;;Mi Reina;;;;;;;;;x
duchy_moon_clansman;Clan;Clan;;;Gran Clan;;;;;;;;;x
duchy_of_moon_clansman;Clan of;Clan de;;;Gran Clan de;;;;;;;;;x
duke_moon_clansman;Chief;Grand Chef;High Chief;;Gran Jefe;;;;;;;;;x
duke_female_moon_clansman;Chieftess;Grande Cheffe;;;Gran Jefa;;;;;;;;;x
duke_foa_moon_clansman;Chief;Chef;Chief;;Jefe;;;;;;;;;x
county_moon_clansman;Clan;Chefferie;;;Clan;;;;;;;;;x
county_of_moon_clansman;Clan of;Chefferie de;;;Clan de;;;;;;;;;x
count_moon_clansman;Chief;Chef;Chief;;Jefe;;;;;;;;;x
count_female_moon_clansman;Chieftess;Cheffe;;;Jefa;;;;;;;;;x
count_foa_moon_clansman;Chief;Chef;Chief;;Jefe;;;;;;;;;x
looted_by_clansmen;Looted by Clansmen;Pillés par les clans;;;Saqueado por los Clanes de la Montaña;;;;;;;;;x
EVTDESCmountain_clans.2;We have had reports from smallfolk of [From.GetName] that the clansmen of the mountains have been raiding the area. Apparently many small villages and farms have been plundered, the savages carrying off all the grain and women they can carry. What is to be done about this?;Les petites gens de [From.GetName] nous rapportent que les clans des montagnes razzient la région. Apparemment de nombreux petits villages et fermes ont été pillés et les sauvages ont emporté avec eux autant de grains et de femmes qu'ils pouvaient transporter. Que devons-nous faire ?;;;Los campesinos de [From.GetName] reportan que los clanes de las montañas asaltan la región. Al parecer, muchas aldeas y granjas han sido saqueadas y los salvajes se han llevado con ellos todo el grano y las mujeres que podían cargar. ¿Qué debemos hacer?;;;;;;;;;x
EVTOPTAmountain_clans.2;There is nothing we can do;Nous ne pouvons rien faire.;;;No hay nada que podamos hacer.;;;;;;;;;x
EVTOPTBmountain_clans.2;[Root.job_marshal.GetTitledFirstName], ride out and kill these bandits;[Root.job_marshal.GetTitledFirstName], scellez votre cheval et tuez ces bandits !;;;[Root.job_marshal.GetTitledFirstName], ¡montad vuestro caballo y matad esos bandidos!;;;;;;;;;x
