#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_iron_isles;The Iron Isles;Les Îles de Fer;;;Las Islas del Hierro;;;;;;;;;x
e_iron_isles_adj;Ironborn;Fer-Né;Iron Islander;Iron Islander;Hijo del Hierro;;;;;;;;;x
k_iron_isles;The Iron Islands;Îles de Fer;The Iron Islands;The Iron Islands;Las Islas del Hierro;;;;;;;;;x
k_iron_isles_adj;Ironborn;Fer-Né;Iron Islander;Iron Islander;Hijo del Hierro;;;;;;;;;x
Iking;Iron King;Roi du Sel et du Roc;;;Rey de Hierro;;;;;;;;;x
Iking_female;Iron Queen;Reine du Sel et du Roc;;;Reina de Hierro;;;;;;;;;x
Iking_old_ironborn;High King;Roi du Sel et du Roc;;;Rey de Hierro;;;;;;;;;x
Iking_female_old_ironborn;High Queen;Reine du Sel et du Roc;;;Reina de Hierro;;;;;;;;;x
Iking_FOA;Your Grace;Votre Grâce;Your Grace;Your Grace;Su Majestad;;;;;;;;;x
d_pyke;Pyke;Pyk;Pyke;Pyke;Pyke;;;;;;;;;x
d_great_wyk;Great Wyk;Grand Wyk;Great Wyk;Great Wyk;Gran Wyk;;;;;;;;;x
d_seastone_isles;The Seastone Isles;Îles de Grès;The Seastone Isles;The Seastone Isles;Piedramar;;;;;;;;;x
d_harlaw;Harlaw;Harloi;Harlaw;Harlaw;Harlaw;;;;;;;;;x
c_pyke;Pyke;Pyk;Pyke;Pyke;Pyke;;;;;;;;;x
c_lordsport;Lordsport;Lordsport;Lordsport;Lordsport;Puerto Noble;;;;;;;;;x
c_saltcliffe;Saltcliffe;Salfalaise;Saltcliffe;Saltcliffe;Acantilado de Sal;;;;;;;;;x
c_hammerhorn;Hammerhorn;Cormartel;Hammerhorn;Hammerhorn;Cuernomartillo;;;;;;;;;x
c_pebbleton;Pebbleton;Pebbleton;Pebbleton;Pebbleton;Guijarra;;;;;;;;;x
c_sealskin_point;Sealskin Point;Pointe-Loutre;Sealskin Point;Sealskin Point;Punta Piel de Foca;;;;;;;;;x
c_old_wyk;Old Wyk;Vieux Wyk;Old Wyk;Old Wyk;Viejo Wyk;;;;;;;;;x
c_orkmont;Orkmont;Orkmont;Orkmont;Orkmont;Monteorca;;;;;;;;;x
c_blacktyde;Blacktyde;Noirmarées;Blacktyde;Blacktyde;Marea Negra;;;;;;;;;x
c_ten_towers;Ten Towers;Dix-Tours;Ten Towers;Ten Towers;Diez Torres;;;;;;;;;x
c_c_stonetree;Stonetree;Pindepierre;Stonetree;Stonetree;Árbol de Piedra;;;;;;;;;x
c_volmark;Volmark;Volmark;Volmark;Volmark;Volmark;;;;;;;;;x
c_iron_holt;Iron Holt;Holt-de-Fer;Iron Acton;Iron Acton;Castroferro;;;;;;;;;x
c_nettlemont;Nettlemont;Nettlemont;Nettlemont;Nettlemont;Nettlemont;;;;;;;;;x
b_pyke;Pyke;Pyk;Pyke;Pyke;Pyke;;;;;;;;;x
b_iron_acton;Iron Holt;Holt-de-Fer;Iron Acton;Iron Acton;Castroferro ;;;;;;;;;x
b_seagrave;Seagrave;Mertombe;Seagrave;Seagrave;Tumba del Mar;;;;;;;;;x
b_brodsworth;Brodsworth;Belpointe;Brodsworth;Brodsworth;Buenospinchos;;;;;;;;;x
b_krakenrock;Krakenrock;Krakenroc;Krakenrock;Krakenrock;Roca del Kraken;;;;;;;;;x
b_lordsport_keep;Lordsport;Lordsport;Lordsport;Lordsport;Puerto Noble;;;;;;;;;x
