#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
world_beyond_the_wall;Beyond the Wall;Au-delà du Mur;;;Más Allá del Muro;;;;;;;;;x
world_the_wall;The Wall;Le Mur;;;El Muro;;;;;;;;;x
world_north;The North;Le Nord;;;El Norte;;;;;;;;;x
world_iron_isles;The Iron Islands;Les Îles de Fer;;;Las Islas del Hierro;;;;;;;;;x
world_riverlands;The Riverlands;Le Conflans;;;Las Tierras de los Ríos;;;;;;;;;x
world_westerlands;The Westerlands;Les Terres de l'ouest;;;Las Tierras del Oeste;;;;;;;;;x
world_vale;The Vale;Le Val;;;El Valle;;;;;;;;;x
world_reach;The Reach;Le Bief;;;El Dominio;;;;;;;;;x
world_crackclaw_point;Crackclaw Point;Presqu'île de Claquepince;;;Punta Zarpa Rota;;;;;;;;;x
world_dragonstone;Dragonstone;Peyredragon;;;Rocadragón;;;;;;;;;x
world_stormlands;The Stormlands;Les Terres de l'orage;;;Las Tierras de la Tormenta;;;;;;;;;x
world_dorne;Dorne;Dorne;;;Dorne;;;;;;;;;x
world_crownlands;The Crownlands;Les Terres de la Couronne;;;Las Tierras de la Corona;;;;;;;;;x
world_westeros;Westeros;Westeros;;;Poniente;;;;;;;;;x
world_stepstones;The Stepstones;Les Degrés de Pierre;;;Los Peldaños de Piedra;;;;;;;;;x
world_braavos;Braavos;Braavos;;;Braavos;;;;;;;;;x
world_andalos;Andalos;Andalos;;;Andalia;;;;;;;;;x
world_lorath;Lorath;Lorath;;;Lorath;;;;;;;;;x
world_norvos;Norvos;Norvos;;;Norvos;;;;;;;;;x
world_qohor;Qohor;Qohor;;;Qohor;;;;;;;;;x
world_pentos;Pentos;Pentos;;;Pentos;;;;;;;;;x
world_rhoynar;The Rhoynar;Les Rhoynars;;;Los Rhoynar;;;;;;;;;x
world_tyrosh;Tyrosh;Tyrosh;;;Tyrosh;;;;;;;;;x
world_lys;Lys;Lys;;;Lys;;;;;;;;;x
world_myr;Myr;Myr;;;Myr;;;;;;;;;x
world_volantis;Volantis;Volantis;;;Volantis;;;;;;;;;x
world_free_cities;The Free Cities;Les Cités libres;;;Las Ciudades Libres;;;;;;;;;x
world_essaria;Essaria;Essaria;;;Essaria;;;;;;;;;x
world_sarnor;Sarnor;Sarnor;;;Sarnor;;;;;;;;;x
world_dothraki;The Dothraki;Les Dothrakis;;;Los Dothraki;;;;;;;;;x
world_ifeqevron;The Ifeqevron;Les Iféquevrons;;;Los Ifequevron;;;;;;;;;x
world_dothraki_sea;The Dothraki Sea;La Mer Dothrak;;;El Mar Dothraki;;;;;;;;;x
world_ibben;Ibben;Ibben;;;Ibben;;;;;;;;;x
world_north_valyria;North Valyria;Valyria septentrionale;;;Valyria Norte;;;;;;;;;x
world_hazdahn;Hazdahn;Hazdahn;;;Hazdahn;;;;;;;;;x
world_meereen;Meereen;Meereen;;;Meereen;;;;;;;;;x
world_yunkai;Yunkai;Yunkai;;;Yunkai;;;;;;;;;x
world_astapor;Astapor;Astapor;;;Astapor;;;;;;;;;x
world_new_ghis;New Ghis;La Nouvelle-Ghis;;;Nuevo Ghis;;;;;;;;;x
world_lhazar;Lhazar;Lhazar;;;Lhazar;;;;;;;;;x
world_skahazadhan;Skahazadhan;Skahazadhan;;;Skahazadhan;;;;;;;;;x
world_ghiscar;Ghiscar;Ghiscari;;;Ghiscar;;;;;;;;;x
world_slavers_bay;Slaver's Bay;La Baie des Serfs;;;La Bahía de los Esclavos;;;;;;;;;x
world_bone_mountains;The Bone Mountains;Les Os;;;Las Montañas de los Huesos;;;;;;;;;x
world_qarth;Qarth;Qarth;;;Qarth;;;;;;;;;x
world_moraq;Moraq;Grand-Moraq;;;Moraq;;;;;;;;;x
world_jade_sea;The Jade Sea;La Mer de Jade;;;El Mar de Jade;;;;;;;;;x
world_leng;Leng;Leng;;;Leng;;;;;;;;;x
world_yin;Yin;Yin;;;Yin;;;;;;;;;x
world_jinqi;Jinqi;Jinqi;;;Jinqi;;;;;;;;;x
world_tiqui;Tiqui;Tiqui;;;Tiqui;;;;;;;;;x
world_linqi;Linqi;Linqi;;;Linqi;;;;;;;;;x
world_piqui;Piqui;Piqui;;;Piqui;;;;;;;;;x
world_xin;Xin;Xin;;;Xin;;;;;;;;;x
world_trader_town;Trader Town;Ville-Foirail;;;Bazar;;;;;;;;;x
world_yi_ti;Yi Ti;Yi Ti;;;Yi Ti;;;;;;;;;x
world_jogo_nhai_plains;The Jogos Nhai Plains;Les Plaines des Jogos Nhai;;;Las Llanuras de los Jogos Nhai;;;;;;;;;x
world_nghai;N'Ghai;N'Ghai;;;N'ghai;;;;;;;;;x
world_jogos_nhai;The Jogos Nhai;Les Jogos Nhai;;;Los Jogos Nhai;;;;;;;;;x
world_asshai;Asshai;Asshai;;;Asshai;;;;;;;;;x
world_essos;Essos;Essos;;;Essos;;;;;;;;;x
world_summer_islands;The Summer Islands;Les Îles d’Été;;;Las Islas del Verano;;;;;;;;;x
world_basilisk_isles;The Basilisk Islands;Les Îles du Basilic;;;Las Islas Basilisco;;;;;;;;;x
world_sothoryos;Sothoryos;Sothoryos;;;Sothoryos;;;;;;;;;x
world_summer_sea;The Summer Sea;La mer d'Été;;;El Mar del Verano;;;;;;;;;x
world_far_east;Far East;Extrême Orient;;;Oriente Más Lejano;;;;;;;;;x
world_westeros_north;Northern Westeros;Westeros septentrional;;;Poniente Septentrional;;;;;;;;;x
world_westeros_east;Eastern Westeros;Westeros oriental;;;Poniente Oriental;;;;;;;;;x
world_westeros_south;Southern Westeros;Westeros méridional;;;Poniente Meridional;;;;;;;;;x
world_westeros_west;Western Westeros;Westeros occidental;;;Poniente Occidental;;;;;;;;;x
world_shivering_sea;The Shivering Sea;La mer Grelotte;;;El Mar de los Escalofríos;;;;;;;;;x
world_mountains_of_moon;The Mountains of the Moon;Les Montagnes de la Lune;;;Las Montañas de la Luna;;;;;;;;;x
world_forest_of_qohor;The Forest of Qohor;La forêt de Qohor;;;El Bosque de Qohor;;;;;;;;;x
world_disputed_lands;The Disputed Lands;Les Terres Disputées;;;Las Tierras de la Discordia;;;;;;;;;x
world_five_forts;The Five Forts;Les Cinq forts;;;Los Cinco Fuertes;;;;;;;;;x
world_shadowlands;The Shadowlands;;;;Las Tierras Sombrías;;;;;;;;;x
world_the_sisters;The Sisters;;;;Las Hermanas;;;;;;;;;x
world_the_rhoyne;The Rhoyne;;;;El Rhoyne;;;;;;;;;x
world_east_coast_of_north;East Coast of The North;;;;Costa Este del Norte;;;;;;;;;x
world_valyria;Valyrian Heartland;;;;Corazón de Valyria;;;;;;;;;x
world_long_summer;Lands of the Long Summer;;;;Tierras del Largo Verano;;;;;;;;;x
world_valyrian_peninsula;Valyrian Peninsula;;;;Peninsula Valyria;;;;;;;;;x
world_dornish_marches;The Dornish Marches;;;;Marcas de Dorne;;;;;;;;;x
world_rainwood;Rainwood;;;;La Selva;;;;;;;;;x
world_masseys_hook;Massey's Hook;;;;Garfio de Massey;;;;;;;;;x
world_kingswood;The Kingswood;;;;Bosque Real;;;;;;;;;x
world_red_mountains;The Red Mountains;;;;Montañas Rojas;;;;;;;;;x
world_ib_isle;Ib;;;;Ib;;;;;;;;;x
world_jhala;Jhala;;;;Jhala;;;;;;;;;x
world_walano;Walano;;;;Walano;;;;;;;;;x
world_dornish_desert;The Dornish Desert;;;;;;;;;;;;;x
world_east_dorne;Eastern Dorne;;;;;;;;;;;;;x
