#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TYRANTTOOLTIP5;Gain §R5§! Tyranny;Gagner §R5§! en Tyrannie;Erhalte §R5§! Tyrannei;;Obtenéis §R5§! de Tiranía;;;;;;;;;x
TYRANTTOOLTIP10;Gain §R10§! Tyranny;Gagner §R10§! en Tyrannie;Erhalte §R10§! Tyrannei;;Obtenéis §R10§! de Tiranía;;;;;;;;;x
TYRANTTOOLTIP15;Gain §R15§! Tyranny;Gagner §R15§! en Tyrannie;Erhalte §R15§! Tyrannei;;Obtenéis §R15§! de Tiranía;;;;;;;;;x
TYRANTTOOLTIP20;Gain §R20§! Tyranny;Gagner §R20§! en Tyrannie;Erhalte §R20§! Tyrannei;;Obtenéis §R20§! de Tiranía;;;;;;;;;x
TYRANTTOOLTIP30;Gain §R30§! Tyranny;Gagner §R30§! en Tyrannie;Erhalte §R30§! Tyrannei;;Obtenéis §R30§! de Tiranía;;;;;;;;;x
TYRANTTOOLTIP40;Gain §R40§! Tyranny;Gagner §R40§! en Tyrannie;Erhalte §R40§! Tyrannei;;Obtenéis §R40§! de Tiranía;;;;;;;;;x
CUSTOMTOOLTIP1;[Root.GetTitledFirstName] §GWILL§W become your landed vassal.\n;[Root.GetTitledFirstName] §Gva§W devenir votre vassal.\n;[Root.GetTitledFirstName] §GWILL§W become your landed vassal.\n;[Root.GetTitledFirstName] §GWILL§W become your landed vassal.\n;[Root.GetTitledFirstName] §GSE§W se convertirá en vuestro vasallo.\n;;;;;;;;;x
CUSTOMTOOLTIP2;[Root.GetTitledFirstName] will §RNOT§W become your landed vassal.\n;[Root.GetTitledFirstName] §Rne va pas§W devenir votre vassal.\n;[Root.GetTitledFirstName] will §RNOT§W become your landed vassal.\n;[Root.GetTitledFirstName] will §RNOT§W become your landed vassal.\n;[Root.GetTitledFirstName] §RNO§W se convertirá en vuestro vasallo.\n;;;;;;;;;x
CUSTOMTOOLTIP3;[This.GetTitledFirstName] will become the independent ruler of all lands taken in the Crusade.\n;[This.GetTitledFirstName] va devenir le souverain indépendant de toutes les terres conquises lors de la Croisade.\n;[This.GetTitledFirstName] will become the independent ruler of all lands taken in the Crusade.\n;[This.GetTitledFirstName] will become the independent ruler of all lands taken in the Crusade.\n;[This.GetTitledFirstName] se convertirá en el soberano independiente de todas las tierras conseguidas en la Cruzada.\n;;;;;;;;;x
CUSTOMTOOLTIP4;A distant relative will become the independent ruler of all lands taken in the Crusade.\n;Un parent éloigné va devenir le souverain indépendant de toutes les terres conquises lors de la Croisade.\n;A distant relative will become the independent ruler of all lands taken in the Crusade.\n;A distant relative will become the independent ruler of all lands taken in the Crusade.\n;Un pariente lejano se convertirá en el soberano independiente de todas las tierras conseguidas en la Cruzada.\n;;;;;;;;;x
