#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
HSEPTON;High Septon;Grand Septon;High Septon;;Septón Supremo;;;;;;;;;x
HSEPTON_FOA;Your Holiness;Votre Sainteté;Eure Heiligkeit;;Su Santidad;;;;;;;;;x
COMMANDER;Lord Commander;Lord Commandant;Lord Commander;;Lord Comandante;;;;;;;;;x
COMMANDER_FOA;Your Excellency;Votre Excellence;Eure Exzellenz;;Su Excelencia;;;;;;;;;x
k_crownlands;The Crownlands;Terres de la Couronne;The Crownlands;;Las Tierras de la Corona;;;;;;;;;x
k_crownlands_adj;Crownlander;des Terres de la Couronne;Crownlander;;de las Tierras de la Corona;;;;;;;;;x
e_iron_throne;The Iron Throne;Trône de Fer;;;El Trono de Hierro;;;;;;;;;x
SEVEN_KINGDOMS_OF;Seven Kingdoms of;Les Sept Couronnes de;;;Siete Reinos de;;;;;;;;;x
LP_SEVEN_KINGDOMS_OF;Seven Kingdoms of;Les Sept Couronnes de;;;Siete Reinos de;;;;;;;;;x
city_SEVEN_KINGDOMS_OF;Freehold of;La cité de;;;Feudo Franco de;;;;;;;;;x
E_WESTEROS;Westeros;Westeros;;;Poniente;;;;;;;;;x
E_WESTEROS_ADJ;Westerosi;Ouestrien;;;Ponienti;;;;;;;;;x
D_BLACKWATER_BAY;Blackwater Bay;Baie de la Néra;;;Bahía del Aguasnegras;;;;;;;;;x
B_BLACKWATER_HILL;Blackwater Hill;Colline de la Néra;;;Colina del Aguasnegras;;;;;;;;;x
B_SEPT_OF_REMEMBRANCE;Remembrance;Septuaire du Souvenir;;;Septo del Recuerdo;;;;;;;;;x
d_kingsguard;The Kingsguard;La Garde Royale;;;La Guardia Real;;;;;;;;;x
k_the_most_devout;The Most Devout;Leurs Saintetés;;;Los Máximos Devotos;;;;;;;;;x
d_daemons_host;Daemon's Host;L'ost de Daemon;;;La Hueste de Daemon;;;;;;;;;x
k_daemon_blackfyres_host;The Blackfyre Host;L'ost Feunoyr;;;La Hueste Fuegoscuro;;;;;;;;;x
D_BLACKFYRE_LINEAGE;The Blackfyre Lineage;;;;El Linaje de Fuegoscuro;;;;;;;;;x
D_BLACKFYRE_HOST;The Blackfyre Host;;;;La Hueste de Fuegoscuro;;;;;;;;;x
d_blackwater_rush;Blackwater Rush;Néra;;;Aguasnegras;;;;;;;;;x
c_mosborough;Mosborough;Mosbourg;;;Yelmo de Plata;;;;;;;;;x
b_mosborough;Mosborough;Mosbourg;;;Yelmo de Plata;;;;;;;;;x
b_yore;Yore;;;;Yore;;;;;;;;;x
b_faybank;Faybank;Rivefée;;;Sietemonedas;;;;;;;;;x
b_glassley;Glassley;Verrley;;;Altoaguasnegras;;;;;;;;;x
b_silverfall;Silverfall;Cascargent;;;Caucestrecho;;;;;;;;;x
b_janview;Janview;Villevue;;;Villaesclusa;;;;;;;;;x
c_byford;Byford;Passgué;;;Vadeado;;;;;;;;;x
b_byford;Byford;Passgué;;;Vadeado;;;;;;;;;x
b_middleton;Middleton;;;;Middleton ;;;;;;;;;x
b_eridell;Eridell;Vallon d'Eri;;;Posta del Aguasnegras;;;;;;;;;x
b_janacre;Janacre;Janacre;;;Seisestrellas;;;;;;;;;x
c_great_fork;Great Fork;;;;Gran Forca;;;;;;;;;x
b_riverhold;Riverhold;;;;Fuerte del Río;;;;;;;;;x
b_ferrykeep;Ferrykeep;;;;Torreón de Ferry;;;;;;;;;x
b_mallowhall;Mallowhall;Hallmauve;;;Lazosdorados;;;;;;;;;x
b_agramunt;Agramunt;Monagre;;;Confluencia Fluvial;;;;;;;;;x
b_aelwick;Aelwick;Aelwick;;;Criatura;;;;;;;;;x
c_rayonet;Rayonet;Rayonet;;;Espinal;;;;;;;;;x
b_rayonet;Rayonet;Rayonet;;;Espinal;;;;;;;;;x
b_barrowbridge;Barrowbridge;Pont-Colline;;;Cerro del Espino;;;;;;;;;x
b_swynbank;Swynbank;Rives-de-swyn;;;Villamangual;;;;;;;;;x
b_faykeep;Faykeep;Faestour;;;Mangual de Plata;;;;;;;;;x
d_rosby;Rosby;Rosby;;;Rosby;;;;;;;;;x
c_sows_horn;Sow's Horn;Cornetruie;;;Cuerno de la Puerca ;;;;;;;;;x
b_sows_horn;Sow's Horn;Cornetruie;;;Cuerno de la Puerca ;;;;;;;;;x
b_dorhill;Dorhill;Orcolline;;;Porcina;;;;;;;;;x
b_westice;Westice;Ouestrie;;;Jabalí Pinto;;;;;;;;;x
b_morwyn;Morwyn;Morwyn;;;Porcal;;;;;;;;;x
